date,event_name,winner_side,team1_name,team2_name,team1_score,team2_score,match_url,map1_team1_startside,map1_team2_startside,map1_round1_winner,map1_round2_winner,map1_round3_winner,map1_round4_winner,map1_round5_winner,map1_round6_winner,map1_round7_winner,map1_round8_winner,map1_round9_winner,map1_round10_winner,map1_round11_winner,map1_round12_winner,map1_round13_winner,map1_round14_winner,map1_round15_winner,map1_round16_winner,map1_round17_winner,map1_round18_winner,map1_round19_winner,map1_round20_winner,map1_round21_winner,map1_round22_winner,map1_round23_winner,map1_round24_winner,map2_team1_startside,map2_team2_startside,map2_round1_winner,map2_round2_winner,map2_round3_winner,map2_round4_winner,map2_round5_winner,map2_round6_winner,map2_round7_winner,map2_round8_winner,map2_round9_winner,map2_round10_winner,map2_round11_winner,map2_round12_winner,map2_round13_winner,map2_round14_winner,map2_round15_winner,map2_round16_winner,map2_round17_winner,map2_round18_winner,map2_round19_winner,map2_round20_winner,map2_round21_winner,map2_round22_winner,map2_round23_winner,map2_round24_winner,map3_team1_startside,map3_team2_startside,map3_round1_winner,map3_round2_winner,map3_round3_winner,map3_round4_winner,map3_round5_winner,map3_round6_winner,map3_round7_winner,map3_round8_winner,map3_round9_winner,map3_round10_winner,map3_round11_winner,map3_round12_winner,map3_round13_winner,map3_round14_winner,map3_round15_winner,map3_round16_winner,map3_round17_winner,map3_round18_winner,map3_round19_winner,map3_round20_winner,map3_round21_winner,map3_round22_winner,map3_round23_winner,map3_round24_winner
2025-10-11T13:00:00Z,CCT Season 3 Europe Series 8,team1,RUBY,Sashi,2.0,0.0,https://www.hltv.org/matches/2386343/-,ct,t,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,t,ct,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T13:00:00Z,eXTREMESLAND 2025 Middle East Open Qualifier,team1,JiJieHao,Just Passing By,2.0,0.0,https://www.hltv.org/matches/2386849/-,ct,t,team2,team1,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team1,team1,t,ct,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T12:45:00Z,Master League Portugal XVII,team1,Rebels,One For All,2.0,0.0,https://www.hltv.org/matches/2386771/-,ct,t,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team1,team2,t,ct,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T10:00:00Z,Exort The Proving Grounds Season 5,team2,BC.Game,Eternal Fire,1.0,2.0,https://www.hltv.org/matches/2386426/-,ct,t,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,t,ct,team1,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2
2025-10-11T08:00:00Z,Slovak National Championship 2025 Finals,team1,SINNERS,ECLOT,3.0,1.0,https://www.hltv.org/matches/2386675/-,t,ct,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,ct,t,team1,team1,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,t,ct,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2
2025-10-11T10:00:00Z,Galaxy Battle 2025 Phase 4,team1,PARIVISION,Gentle Mates,2.0,0.0,https://www.hltv.org/matches/2386213/-,t,ct,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,ct,t,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T09:45:00Z,ESL Pro League Season 22,team2,MOUZ,Falcons,0.0,2.0,https://www.hltv.org/matches/2385967/-,ct,t,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team1,team1,team2,team1,team1,ct,t,team1,team1,team2,team2,team2,team1,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T10:00:00Z,CCT Season 3 Europe Series 8,team2,EYEBALLERS,ESC,0.0,2.0,https://www.hltv.org/matches/2386342/-,t,ct,team2,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team1,team2,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,ct,t,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T09:10:00Z,CCT Season 3 South America Series 5,team1,KRÜ,Vasco,2.0,0.0,https://www.hltv.org/matches/2386688/-,t,ct,team2,team2,team1,team1,team2,team2,team2,team2,team1,team2,team2,team1,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,ct,t,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T08:30:00Z,Master League Portugal XVII,team1,Famalicão,Leça,2.0,0.0,https://www.hltv.org/matches/2386770/-,ct,t,team1,team1,team1,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team2,team2,team1,team2,team1,team2,team2,t,ct,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T07:00:00Z,CCT Season 3 Europe Series 8,team1,BetBoom,Partizan,2.0,0.0,https://www.hltv.org/matches/2386341/-,ct,t,team2,team2,team2,team2,team1,team2,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,t,ct,team2,team2,team1,team2,team2,team1,team1,team2,team2,team2,team1,team2,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T07:10:00Z,Exort The Proving Grounds Season 5,team2,Sashi,Johnny Speeds,0.0,2.0,https://www.hltv.org/matches/2386425/-,t,ct,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team2,team1,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T06:55:00Z,European Pro League Cup 1,team1,Mousquetaires,BIG Academy,2.0,0.0,https://www.hltv.org/matches/2386787/-,ct,t,,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,team2,team2,t,ct,,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T04:00:00Z,Exort The Proving Grounds Season 5,team1,Spirit Academy,EYEBALLERS,2.0,1.0,https://www.hltv.org/matches/2386424/-,ct,t,,team1,team1,team1,team2,team1,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,t,ct,,team2,team2,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,t,ct,,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1
2025-10-11T04:00:00Z,European Pro League Cup 1,team2,ENCE Academy,G2 Ares,1.0,2.0,https://www.hltv.org/matches/2386786/-,t,ct,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team1,team2,team1,team2,team2,team2,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-11T04:00:00Z,Slovak National Championship 2025 Finals,team1,ECLOT,BRUTE,2.0,0.0,https://www.hltv.org/matches/2386674/-,ct,t,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team2,team1,team1,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T04:00:00Z,CCT Season 3 Europe Series 8,team1,1win,JiJieHao,1.0,0.0,https://www.hltv.org/matches/2386340/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T20:50:00Z,Argentina Game Show Cup 2025,team1,R2,ShindeN,13.0,11.0,https://www.hltv.org/matches/2386778/-,ct,t,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team2,team1,team1,team2,team1,team2,team1,team1,team1,team1,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T19:00:00Z,Argentina Game Show Cup 2025,team1,Dusty Roots,KRÜ,13.0,8.0,https://www.hltv.org/matches/2386777/-,t,ct,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T18:00:00Z,CCT Season 3 South America Series 5,team1,Bounty Hunters,MAGICOS,2.0,0.0,https://www.hltv.org/matches/2386687/-,ct,t,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,t,ct,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T17:30:00Z,Argentina Game Show Cup 2025,team1,BESTIA,ShindeN,13.0,5.0,https://www.hltv.org/matches/2386776/-,ct,t,,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T17:00:00Z,Argentina Game Show Cup 2025,team1,9z,KRÜ,13.0,8.0,https://www.hltv.org/matches/2386775/-,ct,t,team1,team1,team2,team1,team1,team1,team2,team1,team1,team2,team1,team2,team2,team1,team1,team2,team1,team1,team1,team2,team2,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T15:00:00Z,CCT Season 3 South America Series 5,team1,LP,MIBR Academy,2.0,0.0,https://www.hltv.org/matches/2386686/-,ct,t,team1,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2,team1,team2,team1,team2,team2,t,ct,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,Alliance,Johnny Speeds,1.0,2.0,https://www.hltv.org/matches/2386561/-,ct,t,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,t,ct,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2
2025-10-10T13:35:00Z,ESL Pro League Season 22,team2,FURIA,Vitality,1.0,2.0,https://www.hltv.org/matches/2385966/-,t,ct,team2,team2,team2,team1,team1,team1,team2,team2,team1,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team1,team1,team2,team2,ct,t,team2,team1,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team1,team2,team1,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2
2025-10-10T13:00:00Z,Galaxy Battle 2025 Phase 4,team1,Gentle Mates,Betclic,2.0,1.0,https://www.hltv.org/matches/2386212/-,t,ct,team1,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team1,team2,t,ct,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2
2025-10-10T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,SINNERS,Zero Tenacity,1.0,2.0,https://www.hltv.org/matches/2386559/-,t,ct,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team2,team2,ct,t,team1,team1,team2,team2,team2,team2,team1,team2,team1,team2,team1,team1,team2,team2,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,t,ct,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2
,,,,,,,https://www.hltv.org/matches/2386773/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T14:00:00Z,Argentina Game Show Cup 2025,team1,ShindeN,R2,13.0,7.0,https://www.hltv.org/matches/2386774/-,t,ct,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,500,Sangal,0.0,2.0,https://www.hltv.org/matches/2386562/-,t,ct,team1,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,ct,t,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,CCT Season 3 Europe Series 8,team2,Venom,RUBY,0.0,2.0,https://www.hltv.org/matches/2386339/-,t,ct,team2,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team1,team1,ct,t,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:30:00Z,Slovak National Championship 2025 Finals,team1,BRUTE,GLORE,2.0,0.0,https://www.hltv.org/matches/2386672/-,t,ct,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team2,team2,team2,ct,t,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team1,ESC,TPuDCATb TPu,2.0,0.0,https://www.hltv.org/matches/2386560/-,ct,t,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team1,team1,team2,team1,team2,team2,team1,team1,team1,t,ct,team2,team1,team1,team1,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,Insilio,GUN5,0.0,2.0,https://www.hltv.org/matches/2386558/-,t,ct,team2,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team1,Partizan,Sashi,2.0,0.0,https://www.hltv.org/matches/2386556/-,ct,t,team2,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,t,ct,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,NODWIN Clutch Series 1,team1,Nexus,FORZE Reload,2.0,0.0,https://www.hltv.org/matches/2386728/-,ct,t,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team1,team1,team1,team2,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,Master League Portugal XVII,team2,CarritoSpain,One For All,0.0,2.0,https://www.hltv.org/matches/2386769/-,ct,t,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,t,ct,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,Exort The Proving Grounds Season 5,team1,ECSTATIC,Oramond,2.0,0.0,https://www.hltv.org/matches/2386423/-,ct,t,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T07:30:00Z,Atyrau Cyber Cup 2025 Finals,team1,ALLINNERS,Omega,3.0,2.0,https://www.hltv.org/matches/2386810/-,t,ct,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team2,team1,team1,team2,team1,team2,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team2,team2,team1,team2
2025-10-10T11:30:00Z,ESL Pro League Season 22,team2,Spirit,FaZe,0.0,2.0,https://www.hltv.org/matches/2385965/-,ct,t,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,t,ct,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T13:00:00Z,ESL Challenger League Season 50 Europe Cup 3,team2,NOVAQ,ARCRED,0.0,1.0,https://www.hltv.org/matches/2386557/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T10:00:00Z,Exort The Proving Grounds Season 5,team1,BetBoom,Sangal,2.0,1.0,https://www.hltv.org/matches/2386422/-,t,ct,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,ct,t,team1,team2,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2
2025-10-10T10:00:00Z,NODWIN Clutch Series 1,team1,kONO,Leo,2.0,0.0,https://www.hltv.org/matches/2386727/-,ct,t,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team1,t,ct,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T10:20:00Z,CCT Season 3 Europe Series 8,team1,Sashi,CYBERSHOKE,2.0,0.0,https://www.hltv.org/matches/2386338/-,ct,t,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,t,ct,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team1,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T10:00:00Z,Galaxy Battle 2025 Phase 4,team2,Monte,Inner Circle,0.0,2.0,https://www.hltv.org/matches/2386211/-,t,ct,team2,team2,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,ct,t,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-10T09:00:00Z,CCT Season 3 South America Series 5,team2,R2,VEXA,1.0,2.0,https://www.hltv.org/matches/2386684/-,t,ct,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,t,ct,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1
2025-10-10T07:15:00Z,Slovak National Championship 2025 Finals,team1,SINNERS,ECLOT,2.0,1.0,https://www.hltv.org/matches/2386673/-,t,ct,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,t,ct,team1,team1,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,ct,t,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-10T08:00:00Z,ESL Pro League Season 22,team1,MOUZ,Natus Vincere,2.0,1.0,https://www.hltv.org/matches/2385964/-,ct,t,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team2,team2,team2,team1,team1,team1,ct,t,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team1,team1,team2,team1,team2,team2,team2,ct,t,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2
